Lambda,Idark(DI Lamp Off),Iblank (DI Lamp On),"Ikn (Nitrate = 45, Salinity = 33.885)","Izn (Zero Nitrate, Salinity= 36.052)","Ich (DI Water,  Salinity = 0 ,Nitrate = 45)","Its (Tank Water, first week sampled)", A(zn),A(kn),ESW(T1ZNTcal),ASW(T1ZNTis),ASW(T2KNTcal),ESW(T1ZNTis),ASE(TcalZN),,,,,,,,,S1(ZNcal),S2(KNcal),S(TS),T1(ZNcal),T2(KNcal),T(TS),S(Norm),Known NO3-
392.918,2599.875,11777.375,11230.5,11290.5,11219.75,11278.875,0.023673383,0.026682146,0.000740102,,,,,,,,,,,,,,,,,,,,
393.461,2684.25,11760.25,11262.375,11315.875,11228.5,11328,0.021801923,0.024502117,0.000679633,,,,,,,,,,,,,,,,,,,,
394.004,3005,12050,11493.125,11538.875,11482,11566.625,0.025262294,0.027596805,0.000765472,,,,,,,,,,,,,,,,,,,,
394.547,2784.5,11975.75,11338.75,11408,11394.25,11460.375,0.027691011,0.031192641,0.000865212,,,,,,,,,,,,,,,,,,,,
395.09,2792.875,12101,11439.25,11522,11507.25,11557.25,0.027891494,0.03202814,0.000888387,,,,,,,,,,,,,,,,,,,,
395.633,2891.25,12209.375,11567.625,11661.875,11661,11715.25,0.02629799,0.030990218,0.000859598,,,,,,,,,,,,,,,,,,,,
396.176,2833.375,12174.375,11481,11524.875,11568.875,11617.125,0.031298638,0.033496524,0.000929117,,,,,,,,,,,,,,,,,,,,
396.719,2818.75,12135.75,11491,11568.375,11546.25,11611.125,0.027286655,0.031144306,0.000863872,,,,,,,,,,,,,,,,,,,,
397.262,2755.125,12013.125,11398.25,11468.5,11439.625,11527,0.026330771,0.029846382,0.00082787,,,,,,,,,,,,,,,,,,,,
397.805,2761,12022.875,11428.75,11463.5,11412.125,11514.375,0.027054883,0.028792539,0.000798639,,,,,,,,,,,,,,,,,,,,
398.348,2674.75,11926.125,11305.75,11400.5,11305.375,11417,0.025403519,0.030145169,0.000836158,,,,,,,,,,,,,,,,,,,,
398.891,2700.75,11923.5,11329.5,11409.25,11330.625,11439.75,0.02491708,0.02891255,0.000801968,,,,,,,,,,,,,,,,,,,,
399.434,2718.375,11936.375,11380.75,11437.125,11408.75,11450.625,0.024182479,0.026999723,0.000748911,,,,,,,,,,,,,,,,,,,,
399.977,2678.75,11960.75,11376.375,11441.25,11362,11479.5,0.025013533,0.028240885,0.000783338,,,,,,,,,,,,,,,,,,,,
400.52,2675,11924.875,11356.75,11450.125,11377.75,11464.5,0.022882552,0.027528588,0.00076358,,,,,,,,,,,,,,,,,,,,
401.063,2624.625,11907.5,11303.625,11401.25,11359.375,11416.875,0.02435496,0.029212814,0.000810297,,,,,,,,,,,,,,,,,,,,
401.606,2672,11959.625,11364.375,11438.125,11346.375,11439,0.025097013,0.028766218,0.000797909,,,,,,,,,,,,,,,,,,,,
402.149,2641.25,11976.5,11352.75,11464.125,11394.625,11445.5,0.024515827,0.030033012,0.000833047,,,,,,,,,,,,,,,,,,,,
402.692,2649.625,12022.125,11424,11479.75,11438,11554.875,0.025888598,0.028639258,0.000794387,,,,,,,,,,,,,,,,,,,,
403.235,2700.125,12081.25,11526.25,11602.125,11510.5,11616.625,0.022767333,0.026484849,0.000734629,,,,,,,,,,,,,,,,,,,,
403.778,2597,12023.5,11449.5,11547.875,11435.875,11557.625,0.02248498,0.027284536,0.000756811,,,,,,,,,,,,,,,,,,,,
404.321,2692.5,12079.25,11453.125,11525.625,11487.5,11575.75,0.026400875,0.029980161,0.000831581,,,,,,,,,,,,,,,,,,,,
404.864,2654,11995.75,11435.625,11478.375,11439.5,11520.875,0.024744285,0.026853353,0.000744851,,,,,,,,,,,,,,,,,,,,
405.407,2682.75,11969.75,11351.75,11463.125,11354.125,11450.125,0.024362381,0.029906443,0.000829536,,,,,,,,,,,,,,,,,,,,
405.95,2634.5,11842.25,11267.375,11369,11255.125,11381.75,0.02291547,0.027998067,0.000776602,,,,,,,,,,,,,,,,,,,,
406.493,2733,11919.875,11303,11365.375,11329.5,11419.5,0.027037509,0.030186985,0.000837318,,,,,,,,,,,,,,,,,,,,
407.036,2683.875,11792.625,11195.625,11274.875,11215.25,11292,0.025415063,0.029439923,0.000816596,,,,,,,,,,,,,,,,,,,,
407.579,2694,11777.625,11228.125,11281,11226,11296.625,0.024417734,0.027100197,0.000751697,,,,,,,,,,,,,,,,,,,,
408.122,2652.875,11675.625,11102.125,11143.75,11134.625,11159.625,0.026386477,0.028520764,0.000791101,,,,,,,,,,,,,,,,,,,,
408.665,2694.375,11715.125,11144.75,11212.5,11130.75,11279.125,0.024898638,0.028366665,0.000786826,,,,,,,,,,,,,,,,,,,,
409.208,2623.625,11721.875,11157.5,11244,11186.125,11273.875,0.023431707,0.027811589,0.00077143,,,,,,,,,,,,,,,,,,,,
409.751,2675.125,11968.5,11398.875,11459,11388.5,11484,0.024487315,0.027470251,0.000761962,,,,,,,,,,,,,,,,,,,,
410.294,2636.375,12109.125,11442.75,11562.375,11471.25,11547.25,0.025819193,0.031678901,0.0008787,,,,,,,,,,,,,,,,,,,,
410.837,2642,12244.875,11649.5,11709.5,11649,11706.375,0.024913711,0.027797005,0.000771025,,,,,,,,,,,,,,,,,,,,
411.38,2690.375,12359,11728,11774.125,11746.625,11833.375,0.027099543,0.029310399,0.000813003,,,,,,,,,,,,,,,,,,,,
411.923,2710.25,12375.25,11718.75,11810.625,11740.375,11836.25,0.02614257,0.030549375,0.00084737,,,,,,,,,,,,,,,,,,,,
412.466,2670.125,12202.375,11621.125,11688,11598.625,11709.375,0.024091213,0.027323867,0.000757902,,,,,,,,,,,,,,,,,,,,
413.009,2788.75,12206.875,11576.875,11649.375,11578,11695.75,0.026500094,0.030068225,0.000834024,,,,,,,,,,,,,,,,,,,,
413.552,3104.25,12367.125,11756.5,11818.75,11763.875,11888,0.026503329,0.029616744,0.000821501,,,,,,,,,,,,,,,,,,,,
414.095,2679.625,11734,11196,11225.125,11173.625,11270.75,0.025120999,0.026603701,0.000737926,,,,,,,,,,,,,,,,,,,,
414.638,2640.75,11530.375,10941.375,11011.125,10943.375,11059.875,0.026138526,0.029772647,0.000825825,,,,,,,,,,,,,,,,,,,,
415.181,2748.375,11515.5,10980.375,11103.875,10986,11063.25,0.020884755,0.027351837,0.000758677,,,,,,,,,,,,,,,,,,,,
415.724,2658.125,11281,10735,10833.75,10747.25,10816.875,0.023131127,0.028408729,0.000787993,,,,,,,,,,,,,,,,,,,,
416.267,2802,11305.25,10727.125,10835.75,10799.375,10867,0.024666635,0.030578827,0.000848187,,,,,,,,,,,,,,,,,,,,
416.81,2790.625,11287.75,10741,10796.5,10751.25,10853.5,0.025863202,0.028884393,0.000801187,,,,,,,,,,,,,,,,,,,,
417.353,2732.625,11393.125,10844.5,10906.5,10850.25,10929.25,0.025114974,0.028421716,0.000788353,,,,,,,,,,,,,,,,,,,,
417.896,2652.875,11493.75,10946,10998.125,10960.375,11046.125,0.025055899,0.027777039,0.000770472,,,,,,,,,,,,,,,,,,,,
418.439,2831.375,11801.375,11219.625,11336.5,11234.75,11317.75,0.023111742,0.029121078,0.000807752,,,,,,,,,,,,,,,,,,,,
418.982,2645.5,11673,11111.375,11186.625,11126.125,11205.375,0.024052419,0.027895645,0.000773761,,,,,,,,,,,,,,,,,,,,
419.525,2673.75,11668.125,11079.375,11122.75,11090,11173.625,0.02716568,0.02940098,0.000815516,,,,,,,,,,,,,,,,,,,,
420.068,2717.125,11498.75,10947.625,11021.375,10988.5,11072.375,0.024274472,0.028148668,0.00078078,,,,,,,,,,,,,,,,,,,,
420.611,2690.625,11229,10674.875,10747,10694.125,10777.625,0.025235552,0.029141098,0.000808307,,,,,,,,,,,,,,,,,,,,
421.154,2653.25,10870.75,10299.875,10379.375,10330,10414,0.026777982,0.03126992,0.000867356,,,,,,,,,,,,,,,,,,,,
421.697,2918.125,10814.375,10284.5,10338.375,10297.5,10344,0.027002352,0.030167066,0.000836765,,,,,,,,,,,,,,,,,,,,
422.24,2726.75,10518.875,9965.75,9981,9993.375,10060.625,0.031063392,0.031977334,0.000886978,,,,,,,,,,,,,,,,,,,,
422.783,2882.375,10557,9974.375,9986.5,10003.625,10070,0.03354657,0.034288437,0.000951083,,,,,,,,,,,,,,,,,,,,
423.326,2906.125,10536.375,9907.875,9976.625,10028.25,10082.875,0.033088641,0.037332167,0.001035509,,,,,,,,,,,,,,,,,,,,
423.869,3101,10692.625,10028.625,10056.375,10198.625,10232.875,0.038014197,0.039750376,0.001102585,,,,,,,,,,,,,,,,,,,,
424.412,2994.25,10511.5,9850,9923.5,10034.75,10090.25,0.035372763,0.040004021,0.00110962,,,,,,,,,,,,,,,,,,,,
424.955,3081.125,10526.875,9883.25,9908.375,10046.375,10112.25,0.037662644,0.039263842,0.001089089,,,,,,,,,,,,,,,,,,,,
425.498,3008.875,10474.375,9830.875,9862.25,9972.5,10028.875,0.037154404,0.039147185,0.001085853,,,,,,,,,,,,,,,,,,,,
426.041,2968.75,10348.5,9777,9860.125,9869.875,9940.625,0.029735767,0.035006155,0.000970991,,,,,,,,,,,,,,,,,,,,
426.584,2886.875,10128.875,9533,9613.25,9610.25,9680.875,0.032077445,0.037290015,0.00103434,,,,,,,,,,,,,,,,,,,,
427.127,2843,10009.75,9470.875,9527,9520.5,9550,0.030285814,0.033947946,0.000941638,,,,,,,,,,,,,,,,,,,,
427.67,2730.25,9876.625,9396.75,9451.25,9423.625,9521.125,0.026651906,0.030187918,0.000837344,,,,,,,,,,,,,,,,,,,,
428.213,2732.75,9889.75,9402.5,9446.375,9447,9507.125,0.027773938,0.030621462,0.000849369,,,,,,,,,,,,,,,,,,,,
428.756,2693.5,9785.875,9298.5,9362,9315.5,9389.375,0.026763535,0.030918868,0.000857619,,,,,,,,,,,,,,,,,,,,
429.299,2724.875,9807.875,9366.375,9404.25,9361.125,9437.375,0.025481415,0.027951065,0.000775299,,,,,,,,,,,,,,,,,,,,
429.842,2689.625,9898.375,9437.875,9439.625,9424.75,9498,0.028556192,0.028668801,0.000795207,,,,,,,,,,,,,,,,,,,,
430.385,2914.75,10167.25,9695.25,9742.25,9716.125,9774.75,0.026226029,0.029226017,0.000810663,,,,,,,,,,,,,,,,,,,,
430.928,2695,9957.625,9457.625,9486.5,9439.125,9566.625,0.029127915,0.030978315,0.000859268,,,,,,,,,,,,,,,,,,,,
431.471,2720.875,9930.125,9469.625,9497,9457.875,9555.625,0.026908677,0.028666746,0.00079515,,,,,,,,,,,,,,,,,,,,
432.014,2680.25,9906.5,9394.125,9446.25,9411,9492,0.028580989,0.031939731,0.000885935,,,,,,,,,,,,,,,,,,,,
432.557,2707.5,9963.625,9431.375,9516.25,9492.875,9547,0.027637367,0.033085125,0.000917706,,,,,,,,,,,,,,,,,,,,
433.1,5727,13001.125,12501.5,12571.375,12553.25,12657,0.026446963,0.030903513,0.000857193,,,,,,,,,,,,,,,,,,,,
433.643,2677.125,9862.625,9406.5,9429.875,9364,9479.75,0.026976322,0.028482263,0.000790033,,,,,,,,,,,,,,,,,,,,
434.186,2810.875,9914.875,9436,9492.125,9424.625,9530,0.02664523,0.030308876,0.000840699,,,,,,,,,,,,,,,,,,,,
434.729,2732.5,9727.75,9281.75,9351,9320.875,9409.625,0.024043667,0.028611671,0.000793622,,,,,,,,,,,,,,,,,,,,
435.272,2842.375,9838.375,9349.625,9444.125,9391.5,9484.875,0.025190727,0.031452309,0.000872415,,,,,,,,,,,,,,,,,,,,
435.815,2753.25,9630.5,9159.5,9254.75,9223.125,9279.125,0.024401245,0.030810929,0.000854625,,,,,,,,,,,,,,,,,,,,
436.358,2663.25,9508.375,9050.875,9083.375,9052.25,9194,0.027837899,0.030041971,0.000833296,,,,,,,,,,,,,,,,,,,,
436.901,2730.875,9444.625,9013.375,9071.625,9031.375,9095,0.024824535,0.028832668,0.000799752,,,,,,,,,,,,,,,,,,,,
437.444,2699.125,9402.5,8971.875,8986.625,8958.125,9009.625,0.027815517,0.028835536,0.000799832,,,,,,,,,,,,,,,,,,,,
437.987,2854.125,9513,9089.625,9118.375,9107.875,9193.875,0.026531781,0.028529579,0.000791345,,,,,,,,,,,,,,,,,,,,
438.53,2851.25,9424,8982,9020,9011.25,9078.25,0.027549944,0.030233507,0.000838608,,,,,,,,,,,,,,,,,,,,
439.073,2739.625,9199.625,8754,8829.5,8793,8874.5,0.02562414,0.031042015,0.000861034,,,,,,,,,,,,,,,,,,,,
439.616,2715.375,9060.125,8680.5,8670,8670.5,8742.375,0.027560098,0.026794966,0.000743231,,,,,,,,,,,,,,,,,,,,
440.159,2981.875,9300.875,8895.625,8917.625,8873.625,8971.125,0.027172754,0.028785394,0.000798441,,,,,,,,,,,,,,,,,,,,
440.702,2689,8964,8550,8539.25,8546.375,8622,0.030439305,0.029642009,0.000822202,,,,,,,,,,,,,,,,,,,,
441.245,2848.5,9065.5,8644.125,8692.125,8672.75,8746.375,0.026898529,0.03048059,0.000845462,,,,,,,,,,,,,,,,,,,,
441.788,2663.25,8910.5,8439,8515.125,8451.25,8517.625,0.028393845,0.034080499,0.000945315,,,,,,,,,,,,,,,,,,,,
442.331,3150.625,9400.375,8952.875,8996.875,8952,9074.125,0.028985262,0.032266208,0.000894991,,,,,,,,,,,,,,,,,,,,
442.874,2684.875,8998.625,8560.75,8616.625,8557.25,8668,0.027104543,0.031214833,0.000865828,,,,,,,,,,,,,,,,,,,,
443.417,2740,9044.5,8613.625,8671.125,8657,8708.875,0.026513572,0.030744433,0.00085278,,,,,,,,,,,,,,,,,,,,
443.96,2653.375,9036.375,8567,8597.625,8613.625,8648.875,0.030927778,0.033171063,0.000920089,,,,,,,,,,,,,,,,,,,,
444.503,2698.5,9152.625,8712.125,8762.75,8724.25,8803.875,0.027060275,0.03070103,0.000851576,,,,,,,,,,,,,,,,,,,,
445.046,2697,9169.375,8722.25,8785.625,8748.625,8815.75,0.026544445,0.0310886,0.000862327,,,,,,,,,,,,,,,,,,,,
445.589,3808.5,10417.375,9971.875,10032.75,9974,10082,0.02604051,0.030308945,0.000840701,,,,,,,,,,,,,,,,,,,,
446.132,2749,9384.125,8934.375,8964.5,8961.125,9019.5,0.028373038,0.030483074,0.000845531,,,,,,,,,,,,,,,,,,,,
446.675,2685,9354,8947.5,8954,8934.5,8981.625,0.026862448,0.027312979,0.0007576,,,,,,,,,,,,,,,,,,,,
447.218,2770,9453.25,8999.25,9039.375,9039.75,9071.125,0.027763459,0.030551946,0.000847441,,,,,,,,,,,,,,,,,,,,
447.761,2712.875,9456.125,8995.875,9045.125,9010.5,9083.5,0.027311208,0.030702201,0.000851609,,,,,,,,,,,,,,,,,,,,
448.304,2689.375,9432.375,9018.625,9076.25,9029,9088.75,0.023564743,0.027500909,0.000762812,,,,,,,,,,,,,,,,,,,,
448.847,2672.375,9601,9045.5,9104.375,9079.5,9151.125,0.032301021,0.03629462,0.00100673,,,,,,,,,,,,,,,,,,,,
449.39,2956.125,9930,9431,9514.75,9456.875,9530.625,0.026661359,0.03224277,0.000894341,,,,,,,,,,,,,,,,,,,,
449.933,2707.125,9884.25,9399,9437.375,9384.625,9452.875,0.027919313,0.03040269,0.000843301,,,,,,,,,,,,,,,,,,,,
450.476,3151,10449.25,9935.375,10009.5,9967,10028.125,0.026989593,0.031708891,0.000879532,,,,,,,,,,,,,,,,,,,,
451.019,2740.875,10224,9700.75,9742.5,9686.75,9813.875,0.028884153,0.03148156,0.000873226,,,,,,,,,,,,,,,,,,,,
451.562,2638.75,10204.25,9689.875,9748.75,9678.25,9762.625,0.026968035,0.030579222,0.000848198,,,,,,,,,,,,,,,,,,,,
452.105,2726.375,10375.25,9844.75,9885.125,9834.75,9915.25,0.028760368,0.0312167,0.00086588,,,,,,,,,,,,,,,,,,,,
452.648,2691.375,10390.125,9848,9876.625,9891.875,9960,0.029978334,0.031711956,0.000879617,,,,,,,,,,,,,,,,,,,,
453.191,2750,10384.5,9850.625,9929.875,9868.75,9989.25,0.026663716,0.031484022,0.000873295,,,,,,,,,,,,,,,,,,,,
453.734,2673.75,10383.5,9847.875,9882.25,9839.25,9951.75,0.029195393,0.031271356,0.000867396,,,,,,,,,,,,,,,,,,,,
454.277,3464,11226.125,10707.125,10756,10706.125,10830.875,0.027133972,0.030054652,0.000833647,,,,,,,,,,,,,,,,,,,,
454.82,2692.25,10513.5,10012.625,10044.625,9978.5,10068,0.026848518,0.028742839,0.000797261,,,,,,,,,,,,,,,,,,,,
455.363,2717.875,10606.125,10106.25,10128.5,10133.625,10181.875,0.027125829,0.028431736,0.000788631,,,,,,,,,,,,,,,,,,,,
455.906,2656,10710.125,10176.75,10211.5,10160.125,10245.75,0.027755156,0.029757213,0.000825397,,,,,,,,,,,,,,,,,,,,
456.449,2864.75,11076.875,10519.75,10577.625,10536.625,10582.125,0.027239258,0.030510356,0.000846287,,,,,,,,,,,,,,,,,,,,
456.992,2651,11117.375,10514.875,10570.875,10528.625,10627.875,0.028979174,0.032060899,0.000889296,,,,,,,,,,,,,,,,,,,,
457.535,2675,11361.5,10743.375,10836.75,10752.625,10850.5,0.027061536,0.032058749,0.000889236,,,,,,,,,,,,,,,,,,,,
458.078,2711.5,11660.5,11028.75,11086,11028.625,11119.25,0.028815621,0.031794752,0.000881914,,,,,,,,,,,,,,,,,,,,
458.621,2710.625,11956.875,11298.375,11367.125,11345.75,11424.25,0.028623298,0.032086239,0.000889999,,,,,,,,,,,,,,,,,,,,
459.164,2877.75,12452.25,11801.25,11838.875,11809.75,11897.75,0.028753568,0.030580876,0.000848244,,,,,,,,,,,,,,,,,,,,
459.707,2764.25,12626.25,11971.5,12021.875,12006.125,12082.625,0.027465413,0.029835063,0.000827556,,,,,,,,,,,,,,,,,,,,
460.25,2687.75,12842.375,12152.375,12225.375,12141.125,12275.125,0.027223647,0.030560479,0.000847678,,,,,,,,,,,,,,,,,,,,
460.793,2732.375,13150.75,12429.5,12494.5,12416.375,12532.125,0.028255621,0.031156992,0.000864224,,,,,,,,,,,,,,,,,,,,
461.336,3304.375,14011.25,13267,13312.125,13261.375,13427.125,0.029326285,0.031288949,0.000867884,,,,,,,,,,,,,,,,,,,,
461.879,2680,13603.375,12870.75,12916,12862.25,12997.25,0.028226566,0.030150696,0.000836311,,,,,,,,,,,,,,,,,,,,
462.422,2675,13800.625,13077.875,13102.75,13042,13149.25,0.028133807,0.029171037,0.000809138,,,,,,,,,,,,,,,,,,,,
462.965,2841,14177.125,13367.625,13418.25,13361,13506.5,0.030091857,0.032175474,0.000892474,,,,,,,,,,,,,,,,,,,,
463.508,2680.5,14237,13440,13507.875,13417.625,13543.625,0.028303145,0.031034234,0.000860819,,,,,,,,,,,,,,,,,,,,
464.051,2740.875,14486.375,13666.5,13733.375,13728.75,13822.25,0.028775035,0.031425219,0.000871664,,,,,,,,,,,,,,,,,,,,
464.594,2687,14567.5,13775.25,13819.75,13771.5,13912.375,0.028232262,0.029971709,0.000831347,,,,,,,,,,,,,,,,,,,,
465.137,2717.625,14793.5,13947.625,14042.875,13933.125,14050.625,0.027870811,0.031538853,0.000874816,,,,,,,,,,,,,,,,,,,,
465.68,2735,14917.125,14098.5,14170.75,14076.875,14252.25,0.027458399,0.030210935,0.000837982,,,,,,,,,,,,,,,,,,,,
466.223,3137.5,15428.875,14625.625,14670.875,14626.25,14751.5,0.027644056,0.029351316,0.000814138,,,,,,,,,,,,,,,,,,,,
466.766,2678.875,15247.25,14337.875,14473.125,14353.375,14503.875,0.027608801,0.032617828,0.000904744,,,,,,,,,,,,,,,,,,,,
467.309,2838.75,15543.25,14631.625,14712.75,14642.625,14808.875,0.029360533,0.032337882,0.000896979,,,,,,,,,,,,,,,,,,,,
467.852,2755,15659.75,14729.875,14836.25,14755,14884.625,0.028637724,0.032478607,0.000900882,,,,,,,,,,,,,,,,,,,,
468.395,2789.875,15992.375,15066.75,15170.25,15052.75,15235.625,0.027922377,0.031568342,0.000875634,,,,,,,,,,,,,,,,,,,,
468.938,2745.875,16201.25,15235.375,15316.625,15234.5,15409.25,0.029534617,0.032350754,0.000897336,,,,,,,,,,,,,,,,,,,,
469.481,3546.5,17308.875,16347.375,16424.25,16360.75,16532.375,0.028853398,0.031453731,0.000872455,,,,,,,,,,,,,,,,,,,,
470.024,2775.875,16733.875,15739.875,15817.375,15777.875,15910.25,0.029495648,0.032084172,0.000889942,,,,,,,,,,,,,,,,,,,,
470.567,2818.375,17036,16037.625,16139,16087.375,16230.125,0.028302453,0.031620239,0.000877073,,,,,,,,,,,,,,,,,,,,
471.11,2785.375,17201.25,16200.75,16265.625,16247.25,16366.625,0.029143061,0.031238191,0.000866476,,,,,,,,,,,,,,,,,,,,
471.653,2780.875,17507,16446.625,16566,16498.75,16631.375,0.028677774,0.032455011,0.000900228,,,,,,,,,,,,,,,,,,,,
472.196,2764.625,17851.625,16757.5,16869,16773.75,16926.75,0.029249044,0.032695936,0.00090691,,,,,,,,,,,,,,,,,,,,
472.739,4774.125,20257.25,19188.25,19269.75,19251,19391.25,0.028621675,0.031070336,0.00086182,,,,,,,,,,,,,,,,,,,,
473.282,2768.875,18701.25,17552.75,17657,17598.5,17739.5,0.029440513,0.032492238,0.00090126,,,,,,,,,,,,,,,,,,,,
473.825,2787.625,19272.625,18118.125,18224.25,18110.875,18311,0.028536597,0.031532632,0.000874643,,,,,,,,,,,,,,,,,,,,
474.368,2769.375,19887.5,18664.75,18744.75,18646.125,18820,0.030005132,0.032185415,0.00089275,,,,,,,,,,,,,,,,,,,,
474.911,2983.875,20668,19419.5,19537.125,19487.125,19624.625,0.028700302,0.031797352,0.000881986,,,,,,,,,,,,,,,,,,,,
475.454,2734.75,21138.625,19829.75,19929.25,19805.375,20047.625,0.029519723,0.03204017,0.000888721,,,,,,,,,,,,,,,,,,,,
475.997,2782.875,21795.75,20472.25,20588.5,20478,20691.5,0.02849057,0.031335304,0.00086917,,,,,,,,,,,,,,,,,,,,
476.54,2781,22355.875,21007.75,21114.125,21029,21236.25,0.028462498,0.030989761,0.000859585,,,,,,,,,,,,,,,,,,,,
477.083,2836.125,22994.375,21605.125,21731.625,21603.375,21816.5,0.028094439,0.031011693,0.000860193,,,,,,,,,,,,,,,,,,,,
477.626,2822.5,23550.375,22039.5,22211.5,22067.875,22327.625,0.02899937,0.032869191,0.000911716,,,,,,,,,,,,,,,,,,,,
478.169,2913.875,24106.625,22635.625,22740.75,22623.5,22828.625,0.028933046,0.031241866,0.000866578,,,,,,,,,,,,,,,,,,,,
478.712,2771.375,24292.875,22783,22926.25,22760.75,23000.625,0.028492428,0.031590181,0.000876239,,,,,,,,,,,,,,,,,,,,
479.255,2737.125,24584.375,23071.375,23211.875,23050.75,23259.75,0.028178171,0.03116862,0.000864546,,,,,,,,,,,,,,,,,,,,
479.798,2752,24860.75,23281.5,23423.125,23311,23525.875,0.029200076,0.032185817,0.000892761,,,,,,,,,,,,,,,,,,,,
480.341,2756.875,25049.375,23476,23650.125,23459.5,23729.25,0.028152774,0.031787365,0.000881709,,,,,,,,,,,,,,,,,,,,
480.884,2667.875,25183,23577,23711.875,23586.875,23842.375,0.029346069,0.032138503,0.000891449,,,,,,,,,,,,,,,,,,,,
481.427,2772.875,25341,23795.25,23935.75,23798.125,24023.625,0.027920812,0.0308137,0.000854702,,,,,,,,,,,,,,,,,,,,
481.97,2786.125,25458.625,23908.125,24053.375,23855.125,24110.875,0.027788074,0.030764372,0.000853333,,,,,,,,,,,,,,,,,,,,
482.513,2706.875,25578.125,23960.5,24124.875,23953,24202.875,0.028510987,0.031856887,0.000883637,,,,,,,,,,,,,,,,,,,,
483.056,2724,25667.5,24109,24237.5,24081.125,24294.75,0.027948599,0.030550415,0.000847399,,,,,,,,,,,,,,,,,,,,
483.599,2740.875,25834.625,24229.25,24388.375,24222.75,24458.875,0.028086712,0.031290886,0.000867938,,,,,,,,,,,,,,,,,,,,
484.142,2669.25,25955.875,24372.75,24514.625,24368.5,24575.375,0.027747045,0.030576774,0.00084813,,,,,,,,,,,,,,,,,,,,
484.685,2690.875,26199.875,24568.75,24674.5,24559.75,24792.875,0.029134849,0.031229019,0.000866222,,,,,,,,,,,,,,,,,,,,
485.228,2659.25,26391.375,24715.125,24879.25,24748.5,24962.5,0.028592573,0.031812335,0.000882401,,,,,,,,,,,,,,,,,,,,
485.771,2717.125,26689.125,25038.75,25174.625,25015.125,25265.125,0.028342861,0.030978461,0.000859272,,,,,,,,,,,,,,,,,,,,
486.314,2680,26897.125,25215.75,25346,25173.25,25424.375,0.028747699,0.031250567,0.000866819,,,,,,,,,,,,,,,,,,,,
486.857,2752.625,27255.5,25551,25651,25496.375,25778.75,0.029412381,0.031313152,0.000868555,,,,,,,,,,,,,,,,,,,,
487.4,3127.75,27896.375,26214,26335.875,26205.375,26465.75,0.028261843,0.030548504,0.000847346,,,,,,,,,,,,,,,,,,,,
487.943,2711.625,27779.125,26079.75,26162.875,25998.375,26294.375,0.028945027,0.030487157,0.000845644,,,,,,,,,,,,,,,,,,,,
488.486,2674.75,28047.75,26327.625,26468.375,26222,26578,0.027911207,0.030487883,0.000845664,,,,,,,,,,,,,,,,,,,,
489.029,2682.75,28345.5,26616.125,26752,26551.125,26829.5,0.027840635,0.030299248,0.000840432,,,,,,,,,,,,,,,,,,,,
489.572,3103.75,29024.5,27265.875,27392.375,27245.75,27527.875,0.028244634,0.030512437,0.000846345,,,,,,,,,,,,,,,,,,,,
490.115,2693.875,28894.25,27134.25,27264.75,27057.875,27322.5,0.027886885,0.030199642,0.000837669,,,,,,,,,,,,,,,,,,,,
490.658,2665.875,29140.875,27326,27458.75,27294.125,27541,0.028509078,0.030840695,0.00085545,,,,,,,,,,,,,,,,,,,,
491.201,2672.125,29405.25,27577.75,27711.875,27534.375,27813.625,0.028419741,0.030752284,0.000852998,,,,,,,,,,,,,,,,,,,,
491.744,2678,29605.75,27744.5,27897,27694.75,27940.5,0.028472205,0.031106368,0.000862819,,,,,,,,,,,,,,,,,,,,
492.287,2730.25,29888,27992.625,28161,27963.375,28245.125,0.028534618,0.031419609,0.000871508,,,,,,,,,,,,,,,,,,,,
492.83,2695.75,30033.125,28166.625,28316.25,28118.875,28399.125,0.028169209,0.030712946,0.000851907,,,,,,,,,,,,,,,,,,,,
493.373,2713.375,30237,28360.5,28554.875,28324.5,28594.125,0.027387913,0.030666944,0.000850631,,,,,,,,,,,,,,,,,,,,
493.916,2768.5,30437.125,28534.25,28703.25,28530.875,28821.875,0.028105511,0.030944789,0.000858338,,,,,,,,,,,,,,,,,,,,
494.459,2688.875,30566.75,28633.125,28785.375,28620.75,28906.25,0.028677402,0.031218546,0.000865931,,,,,,,,,,,,,,,,,,,,
495.002,2720,30758.25,28872.125,28988.5,28809.5,29061.875,0.02831563,0.03024392,0.000838897,,,,,,,,,,,,,,,,,,,,
495.545,3781,31852.25,29945.5,30091.25,29908.625,30219.375,0.028136777,0.030549312,0.000847368,,,,,,,,,,,,,,,,,,,,
496.088,2693.5,30943.75,29001.75,29187.75,28988.25,29282.125,0.027870665,0.030930335,0.000857937,,,,,,,,,,,,,,,,,,,,
496.631,2689.5,31099.25,29119,29291.5,29100.25,29448.5,0.028553123,0.031378465,0.000870367,,,,,,,,,,,,,,,,,,,,
497.174,2662.375,31233.125,29251,29436.875,29219.875,29487.5,0.028200272,0.031225762,0.000866131,,,,,,,,,,,,,,,,,,,,
497.717,3032.375,31518.375,29594.75,29723.75,29531.375,29804.875,0.028260523,0.030364566,0.000842244,,,,,,,,,,,,,,,,,,,,
498.26,2673.75,31474.75,29476,29624.5,29461.25,29743.625,0.028836712,0.031236313,0.000866424,,,,,,,,,,,,,,,,,,,,
