Lambda,Idark(DI Lamp Off),Iblank (DI Lamp On),"Ikn (Nitrate = 45, Salinity = 33.885)","Izn (Zero Nitrate, Salinity= 36.052)","Ich (DI Water,  Salinity = 0 ,Nitrate = 45)","Its (Tank Water, first week sampled)", A(zn),A(kn),ESW(T1ZNTcal),ASW(T1ZNTis),ASW(T2KNTcal),ESW(T1ZNTis),ASE(TcalZN),,,,,,,,,S1(ZNcal),S2(KNcal),S(TS),T1(ZNcal),T2(KNcal),T(TS),S(Norm),Known NO3-
287.576,2813.75,21842.75,20787.75,21073.25,20915.875,20289.875,0.017927085,0.024771229,0.000687097,,,,,,,,,,,,,,,,,,,,
288.119,2636.375,22231.625,21153.625,21427.5,21294.625,20632.875,0.018198027,0.024574319,0.000681635,,,,,,,,,,,,,,,,,,,,
288.662,2619.875,22671.375,21537.125,21829.25,21693.375,21062.625,0.018633632,0.025288863,0.000701455,,,,,,,,,,,,,,,,,,,,
289.205,2632.5,23112,22037.25,22269.375,22133,21502.375,0.018246974,0.023411297,0.000649376,,,,,,,,,,,,,,,,,,,,
289.748,2570.75,23512.125,22343.75,22623.25,22496.375,21858.5,0.018836669,0.024932627,0.000691574,,,,,,,,,,,,,,,,,,,,
290.291,2593.375,23831.875,22699.75,22946.75,22819.625,22221.5,0.018487406,0.023790063,0.000659882,,,,,,,,,,,,,,,,,,,,
290.834,2639.25,24179.5,22972.125,23263.125,23101,22514.25,0.018880472,0.025051949,0.000694884,,,,,,,,,,,,,,,,,,,,
291.377,2639.875,24431.125,23242.375,23522.625,23342.5,22801.25,0.018494454,0.02436222,0.000675752,,,,,,,,,,,,,,,,,,,,
291.92,2612.875,24639,23424.125,23652.375,23527.25,22978.125,0.019902685,0.024639933,0.000683455,,,,,,,,,,,,,,,,,,,,
292.463,2622.75,24806.625,23598.75,23893.5,23684.375,23122.625,0.018254606,0.024314735,0.000674435,,,,,,,,,,,,,,,,,,,,
293.006,2551.25,24875.375,23689.5,23961.25,23814.625,23258.25,0.018157778,0.023705416,0.000657534,,,,,,,,,,,,,,,,,,,,
293.549,2596.375,24996.375,23808.25,24077.125,23909.875,23363.75,0.018198578,0.023668959,0.000656523,,,,,,,,,,,,,,,,,,,,
294.092,2575.75,25044.25,23816,24084.875,23924.375,23440.625,0.018951336,0.024414456,0.000677201,,,,,,,,,,,,,,,,,,,,
294.635,2629.625,25156,23900.25,24201.875,24024.75,23540.625,0.018795865,0.024911059,0.000690976,,,,,,,,,,,,,,,,,,,,
295.178,2567.625,25052.375,23809.5,24076.125,23933.375,23457.75,0.019277939,0.024695214,0.000684989,,,,,,,,,,,,,,,,,,,,
295.721,2633.875,25085.5,23792.25,24107.125,23928.5,23493.5,0.019349999,0.02576547,0.000714675,,,,,,,,,,,,,,,,,,,,
296.264,2608.625,24864.875,23647.5,23921.125,23738.25,23309.625,0.018817595,0.024429478,0.000677618,,,,,,,,,,,,,,,,,,,,
296.807,2650,24670.25,23453.375,23764.125,23580.625,23156.5,0.018249157,0.024688448,0.000684801,,,,,,,,,,,,,,,,,,,,
297.35,2691,24550.875,23311.125,23636.75,23432.625,23016.875,0.018551759,0.025356381,0.000703328,,,,,,,,,,,,,,,,,,,,
297.893,2624.625,24137.5,22946.375,23188.125,23063,22650.25,0.019601418,0.024737349,0.000686157,,,,,,,,,,,,,,,,,,,,
298.436,2553.875,23749.25,22568.875,22836.125,22681.625,22291.625,0.019124973,0.02488551,0.000690267,,,,,,,,,,,,,,,,,,,,
298.979,2622.875,23449.375,22337.125,22569,22367.625,22051.125,0.018757754,0.023836031,0.000661157,,,,,,,,,,,,,,,,,,,,
299.522,2637.125,23010,21898.625,22150.25,21982.625,21679.125,0.018725494,0.024362216,0.000675752,,,,,,,,,,,,,,,,,,,,
300.065,2626.125,22622.625,21529.5,21790.75,21611.875,21300,0.018453662,0.024414638,0.000677206,,,,,,,,,,,,,,,,,,,,
300.608,2582,22200.625,21081.75,21333.75,21163.125,20873.375,0.019626762,0.025502706,0.000707387,,,,,,,,,,,,,,,,,,,,
301.151,2637,21745.375,20675.75,20937,20785.5,20491.875,0.018772666,0.025017316,0.000693923,,,,,,,,,,,,,,,,,,,,
301.694,2594.5,21309.625,20265.375,20493.25,20337.25,20070.25,0.01937003,0.024934677,0.000691631,,,,,,,,,,,,,,,,,,,,
302.237,2615.625,20922.25,19899.875,20099.5,19966.625,19706.625,0.019970593,0.024957746,0.000692271,,,,,,,,,,,,,,,,,,,,
302.78,2611,20462.5,19505.75,19689.125,19600.375,19290.625,0.019234526,0.023922945,0.000663568,,,,,,,,,,,,,,,,,,,,
303.323,2600.125,20079.5,19081.5,19300.625,19156.125,18922,0.019796426,0.025532459,0.000708212,,,,,,,,,,,,,,,,,,,,
303.866,2608.375,19674.375,18678.5,18903.75,18727.5,18534.25,0.020067382,0.026112486,0.000724301,,,,,,,,,,,,,,,,,,,,
304.409,2616.625,19327.5,18435.625,18645.75,18483.875,18286.5,0.018089375,0.023820165,0.000660717,,,,,,,,,,,,,,,,,,,,
304.952,2655.5,18955.375,18044.375,18254.375,18127.75,17924,0.019090996,0.024977402,0.000692816,,,,,,,,,,,,,,,,,,,,
305.495,2614.5,18666.75,17762,17997.75,17836.625,17637.875,0.018487817,0.025194954,0.00069885,,,,,,,,,,,,,,,,,,,,
306.038,2584.25,18377.875,17444.375,17667.5,17526.625,17357.875,0.019986893,0.026459359,0.000733922,,,,,,,,,,,,,,,,,,,,
306.581,2779,18270.5,17430.125,17592.25,17488.375,17276.125,0.019443119,0.024222498,0.000671877,,,,,,,,,,,,,,,,,,,,
307.124,2546,17802.375,16940,17095.75,16948.625,16827.875,0.020595824,0.025269857,0.000700928,,,,,,,,,,,,,,,,,,,,
307.667,2679.375,17641.875,16772.875,16968.125,16872.125,16681.875,0.020009926,0.025985304,0.000720773,,,,,,,,,,,,,,,,,,,,
308.21,2582,17270.125,16455.375,16669.75,16537.75,16370.125,0.018124724,0.024784234,0.000687458,,,,,,,,,,,,,,,,,,,,
308.753,2868.875,17336.875,16511.5,16720.625,16603.25,16444.875,0.018903855,0.025510558,0.000707605,,,,,,,,,,,,,,,,,,,,
309.296,2857.125,17069.125,16278.25,16445,16329.125,16162.5,0.019503656,0.024866278,0.000689734,,,,,,,,,,,,,,,,,,,,
309.839,2642.375,16667.875,15886.25,16070.125,15958,15830.75,0.018915106,0.024903279,0.00069076,,,,,,,,,,,,,,,,,,,,
310.382,2571.75,16465.375,15669.625,15819.125,15703.375,15581.25,0.020685742,0.025614731,0.000710494,,,,,,,,,,,,,,,,,,,,
310.925,2649,16312.875,15519.25,15695.125,15596.125,15490.625,0.020092345,0.025986897,0.000720817,,,,,,,,,,,,,,,,,,,,
311.468,2605.5,16064.875,15341,15506.25,15389.25,15249.875,0.018409934,0.024008893,0.000665952,,,,,,,,,,,,,,,,,,,,
312.011,2656.125,15947.5,15179.125,15382.25,15247.125,15131.875,0.018873727,0.025861531,0.00071734,,,,,,,,,,,,,,,,,,,,
312.554,2556.625,15677.75,14958.75,15075.25,14947.625,14878.125,0.020414443,0.024474969,0.00067888,,,,,,,,,,,,,,,,,,,,
313.097,4127.625,17042.625,16354.5,16448.25,16409.75,16343.375,0.020461671,0.023778938,0.000659573,,,,,,,,,,,,,,,,,,,,
313.64,2577.375,15285.375,14568.5,14770.75,14632.5,14525.125,0.017953276,0.025217276,0.00069947,,,,,,,,,,,,,,,,,,,,
314.183,2662,15142,14465.375,14605.75,14498.625,14401.5,0.019073881,0.02420838,0.000671485,,,,,,,,,,,,,,,,,,,,
314.726,2600,14960.25,14254.375,14399.125,14277.875,14223.75,0.020177453,0.025538267,0.000708373,,,,,,,,,,,,,,,,,,,,
315.269,2598.25,14759.875,14076.625,14213.5,14132,14032.75,0.019963046,0.025111199,0.000696527,,,,,,,,,,,,,,,,,,,,
315.812,2596.875,14559,13890.5,14055.125,13966,13839.75,0.018690043,0.024974973,0.000692749,,,,,,,,,,,,,,,,,,,,
316.355,2627.875,14489.25,13805.5,13933.25,13859.625,13811.125,0.020850064,0.025785501,0.000715231,,,,,,,,,,,,,,,,,,,,
316.898,2574.375,14301.75,13670.625,13779.375,13685.125,13632.25,0.019788952,0.02402458,0.000666387,,,,,,,,,,,,,,,,,,,,
317.441,2623.125,14240.375,13592.625,13732.5,13607.875,13557.5,0.019413709,0.024916503,0.000691127,,,,,,,,,,,,,,,,,,,,
317.984,2646.125,14156.5,13478.5,13643.5,13537.875,13499,0.019800439,0.026365787,0.000731327,,,,,,,,,,,,,,,,,,,,
318.527,2636.875,14078.25,13463.375,13578.125,13470,13424.375,0.019411279,0.02399014,0.000665432,,,,,,,,,,,,,,,,,,,,
319.07,2600.125,14018.125,13367.5,13508.875,13426.875,13384.125,0.01981505,0.0254802,0.000706762,,,,,,,,,,,,,,,,,,,,
319.613,2629.75,14025.875,13366.75,13480,13378.875,13375,0.021317459,0.025874251,0.000717693,,,,,,,,,,,,,,,,,,,,
320.156,2624.875,13979.5,13316.125,13450.5,13342.75,13286.25,0.020719817,0.026144311,0.000725183,,,,,,,,,,,,,,,,,,,,
320.699,2624.375,13850.125,13255.875,13367.875,13268,13270.5,0.019069578,0.023620823,0.000655188,,,,,,,,,,,,,,,,,,,,
321.242,2627,13810.625,13155.125,13271.25,13226,13147.25,0.02146753,0.026231564,0.000727604,,,,,,,,,,,,,,,,,,,,
321.785,2645.75,13839.5,13178,13330.75,13231.25,13192.75,0.020201077,0.026454444,0.000733786,,,,,,,,,,,,,,,,,,,,
322.328,2627.875,13847.875,13227.375,13342.375,13222.75,13207.875,0.020020948,0.024707478,0.000685329,,,,,,,,,,,,,,,,,,,,
322.871,2651.125,13938.75,13307.5,13395.25,13296.25,13240.625,0.02143152,0.024993078,0.000693251,,,,,,,,,,,,,,,,,,,,
323.414,2588.5,14008.25,13360.125,13489.25,13387,13390.375,0.020200217,0.025375371,0.000703855,,,,,,,,,,,,,,,,,,,,
323.957,2641.875,14285.75,13600.75,13776.5,13663.75,13619,0.019421939,0.026331561,0.000730377,,,,,,,,,,,,,,,,,,,,
324.5,2579,14393.5,13699.875,13836.125,13739.5,13729,0.020987858,0.026276387,0.000728847,,,,,,,,,,,,,,,,,,,,
325.043,2719.75,14594.875,13926,14076.875,13992.25,13973.375,0.019369784,0.025177883,0.000698377,,,,,,,,,,,,,,,,,,,,
325.586,2613.625,14530.375,13881.125,14006.75,13910.125,13865.625,0.019514966,0.024330262,0.000674866,,,,,,,,,,,,,,,,,,,,
326.129,2653,14658.875,13993.375,14144.5,14033.875,13984.125,0.019017096,0.024766401,0.000686963,,,,,,,,,,,,,,,,,,,,
326.672,2580.375,14711.625,14049.375,14170.75,14071,14036.875,0.019808065,0.02438,0.000676245,,,,,,,,,,,,,,,,,,,,
327.215,2654.625,14909.625,14190.25,14333.125,14202.875,14206.5,0.020926251,0.026272186,0.00072873,,,,,,,,,,,,,,,,,,,,
327.758,2659.625,14990.75,14259.375,14421.5,14303.375,14295.375,0.020526141,0.026554071,0.000736549,,,,,,,,,,,,,,,,,,,,
328.301,2605.625,15031.75,14351.25,14468.75,14357.375,14350.125,0.020136612,0.024459587,0.000678453,,,,,,,,,,,,,,,,,,,,
328.844,2564.75,15087.375,14356.125,14515.125,14370.25,14373.5,0.020313842,0.026130924,0.000724812,,,,,,,,,,,,,,,,,,,,
329.387,2672.25,15236.25,14544.125,14660.375,14569,14474.75,0.020376665,0.024608612,0.000682587,,,,,,,,,,,,,,,,,,,,
329.93,2665.25,15304.375,14575.75,14748.625,14598.875,14613.25,0.019528755,0.025787016,0.000715273,,,,,,,,,,,,,,,,,,,,
330.473,2629.375,15398.5,14632.75,14764.625,14639.125,14630.75,0.022112411,0.026857764,0.000744973,,,,,,,,,,,,,,,,,,,,
331.016,2616.25,15442.125,14720.125,14872.125,14747.25,14743.5,0.01974268,0.025162573,0.000697952,,,,,,,,,,,,,,,,,,,,
331.559,2650.125,15555.5,14808.875,14916.125,14855.625,14844.75,0.022067668,0.0258817,0.000717899,,,,,,,,,,,,,,,,,,,,
332.102,2583.25,15658,14875.625,15048.125,14923.25,14938.875,0.020745466,0.026797593,0.000743304,,,,,,,,,,,,,,,,,,,,
332.645,2625.25,15803,15072.875,15162.375,15059.75,15054.125,0.021643308,0.024754768,0.000686641,,,,,,,,,,,,,,,,,,,,
333.188,2628.625,15878.875,15126.125,15279.875,15150.75,15191.25,0.020090635,0.025400927,0.000704564,,,,,,,,,,,,,,,,,,,,
333.731,2955.375,16322.5,15586,15736.125,15624.5,15608.875,0.019481669,0.024613168,0.000682713,,,,,,,,,,,,,,,,,,,,
334.274,2773.125,16209.75,15453.125,15583.75,15453.375,15497,0.020719878,0.025170943,0.000698184,,,,,,,,,,,,,,,,,,,,
334.817,2917.875,16381.875,15635.25,15746.625,15651.625,15649.75,0.020989761,0.024776625,0.000687247,,,,,,,,,,,,,,,,,,,,
335.36,2620.375,16258.75,15514.75,15617.625,15477,15521.5,0.020911155,0.024362331,0.000675755,,,,,,,,,,,,,,,,,,,,
335.903,2660.625,16369.125,15610.75,15745.75,15628,15638.5,0.020212061,0.024715976,0.000685565,,,,,,,,,,,,,,,,,,,,
336.446,2585.125,16418.125,15620.25,15770.25,15639.5,15650.5,0.020832126,0.025801177,0.000715666,,,,,,,,,,,,,,,,,,,,
336.989,2624,16515.375,15697,15855,15695,15739.375,0.021152566,0.026369974,0.000731443,,,,,,,,,,,,,,,,,,,,
337.532,2574.75,16479.375,15685,15847.875,15708,15712.5,0.020186096,0.025548307,0.000708652,,,,,,,,,,,,,,,,,,,,
338.075,2669.625,16546.5,15735.125,15876.625,15722.75,15793,0.021487498,0.026165642,0.000725775,,,,,,,,,,,,,,,,,,,,
338.618,4022.875,17910.125,17177.625,17270.375,17161.75,17244.125,0.020482326,0.023533655,0.00065277,,,,,,,,,,,,,,,,,,,,
339.161,2664.125,16559.375,15762.375,15901.5,15787.875,15818.125,0.021064493,0.02565309,0.000711558,,,,,,,,,,,,,,,,,,,,
339.704,2599.125,16428.5,15655.625,15841.125,15656,15681.25,0.01884897,0.02497578,0.000692771,,,,,,,,,,,,,,,,,,,,
340.247,2625.625,16501.875,15680.5,15804.625,15683.875,15704.625,0.022389658,0.026499398,0.000735033,,,,,,,,,,,,,,,,,,,,
340.79,4093.5,17883.625,17093.125,17274.375,17125.125,17139.125,0.019623961,0.025637378,0.000711122,,,,,,,,,,,,,,,,,,,,
341.333,3248.875,16966.25,16163.75,16323.75,16187.25,16251.375,0.020833466,0.026180804,0.000726196,,,,,,,,,,,,,,,,,,,,
341.876,2582,16193.75,15426.75,15543.375,15427.625,15461.25,0.021262888,0.025188308,0.000698666,,,,,,,,,,,,,,,,,,,,
342.419,2637,16052.25,15256.375,15409.5,15290.375,15309.5,0.021322859,0.026560924,0.000736739,,,,,,,,,,,,,,,,,,,,
342.962,2569.375,15750.875,15001.625,15149.375,15027.5,15068.75,0.020284193,0.025415099,0.000704957,,,,,,,,,,,,,,,,,,,,
343.505,2633.125,15704.875,14924.375,15031.375,14920.625,14983.125,0.022973344,0.026737681,0.000741642,,,,,,,,,,,,,,,,,,,,
344.048,2661.625,15558.375,14796,14950,14829,14892.5,0.020985825,0.026462869,0.000734019,,,,,,,,,,,,,,,,,,,,
344.591,2613.375,15567.25,14772.125,14906.5,14808.125,14835.25,0.022737404,0.027510773,0.000763086,,,,,,,,,,,,,,,,,,,,
345.134,3138,16060.625,15277.625,15431.125,15291.5,15320.375,0.021688444,0.02714547,0.000752953,,,,,,,,,,,,,,,,,,,,
345.677,2644.5,15626.375,14855,14993.25,14885.875,14939.5,0.021714425,0.026603975,0.000737933,,,,,,,,,,,,,,,,,,,,
346.22,2592,15542.5,14780.875,14917.375,14791.125,14861.875,0.021486395,0.026322913,0.000730137,,,,,,,,,,,,,,,,,,,,
346.763,2648.5,15510.375,14763.75,14936,14793.375,14832.875,0.019840754,0.025971904,0.000720401,,,,,,,,,,,,,,,,,,,,
347.306,2593.875,15273.625,14509.5,14643.375,14540.875,14579.625,0.022141665,0.026993864,0.000748748,,,,,,,,,,,,,,,,,,,,
347.849,2776.125,15243.5,14522.375,14649.875,14531.75,14580.375,0.021187122,0.025875783,0.000717735,,,,,,,,,,,,,,,,,,,,
348.392,2602.125,14863.5,14157.25,14263.5,14183.25,14201.875,0.021789414,0.025764527,0.000714649,,,,,,,,,,,,,,,,,,,,
348.935,2682.875,14765.875,14085,14171.875,14103.875,14141.75,0.021892546,0.025188978,0.000698685,,,,,,,,,,,,,,,,,,,,
349.478,4811.625,16781.5,16099,16198,16150.875,16205.125,0.021704132,0.025496661,0.000707219,,,,,,,,,,,,,,,,,,,,
350.021,2654.125,14383.25,13703.125,13804,13737.625,13771,0.021995616,0.025942641,0.00071959,,,,,,,,,,,,,,,,,,,,
350.564,2608.125,14120.875,13498.75,13586,13478.5,13521.875,0.020660793,0.02412627,0.000669208,,,,,,,,,,,,,,,,,,,,
351.107,2658.5,13958.375,13273.25,13411.75,13299.875,13346.375,0.021533897,0.027163869,0.000753464,,,,,,,,,,,,,,,,,,,,
351.65,2628.875,13750.25,13087.75,13176.875,13077.875,13105.5,0.022988364,0.026673512,0.000739862,,,,,,,,,,,,,,,,,,,,
352.193,2664.875,13560.125,12952.25,13055.5,12973.875,13007.125,0.020595529,0.024932629,0.000691574,,,,,,,,,,,,,,,,,,,,
352.736,2615,13307.5,12695,12792.875,12716.125,12758,0.021422146,0.025618727,0.000710605,,,,,,,,,,,,,,,,,,,,
353.279,2628.875,13189.375,12529.625,12610.25,12537.375,12588.625,0.024494109,0.028016386,0.00077711,,,,,,,,,,,,,,,,,,,,
353.822,2618.875,12894.75,12329.625,12349.625,12280.625,12356.125,0.023672498,0.024566039,0.000681406,,,,,,,,,,,,,,,,,,,,
354.365,2625.25,12699.25,12105.125,12191.625,12139.5,12214.25,0.022454545,0.026399336,0.000732257,,,,,,,,,,,,,,,,,,,,
354.908,2622.125,12493.75,11916.125,12029.5,11981.75,11984.125,0.020920193,0.026185981,0.000726339,,,,,,,,,,,,,,,,,,,,
355.451,2658.5,12345.875,11772.875,11835.5,11770.875,11837.5,0.02350538,0.026479219,0.000734473,,,,,,,,,,,,,,,,,,,,
355.994,2869,12331.625,11794,11872.875,11820,11871.625,0.021582172,0.025403405,0.000704632,,,,,,,,,,,,,,,,,,,,
356.537,2630.625,11960.375,11394.375,11507.5,11449.125,11461.875,0.021609902,0.027180026,0.000753912,,,,,,,,,,,,,,,,,,,,
357.08,2625.25,11746.375,11220.625,11321.5,11236,11280.875,0.020716391,0.025783579,0.000715177,,,,,,,,,,,,,,,,,,,,
357.623,2757,11740.875,11181.5,11278.25,11243.625,11283.125,0.022960394,0.027919566,0.000774425,,,,,,,,,,,,,,,,,,,,
358.166,2632.625,11432.25,10932,10977.875,10907.25,10937.625,0.023024813,0.025418777,0.000705059,,,,,,,,,,,,,,,,,,,,
358.709,2663,11391.5,10842.875,10928.125,10870,10895.375,0.02369019,0.028192949,0.000782008,,,,,,,,,,,,,,,,,,,,
359.252,2688,11296.875,10785.375,10858.75,10766,10845,0.022684479,0.026602149,0.000737883,,,,,,,,,,,,,,,,,,,,
359.795,2670.5,11205.5,10690.5,10724.875,10712.125,10748.125,0.02517168,0.027029157,0.000749727,,,,,,,,,,,,,,,,,,,,
360.338,2637.125,11067.25,10536.75,10633.875,10545.875,10608,0.022920495,0.028227539,0.000782967,,,,,,,,,,,,,,,,,,,,
360.881,2865.375,11190,10700.375,10776,10706.375,10756.75,0.022153881,0.026325678,0.000730214,,,,,,,,,,,,,,,,,,,,
361.424,2617.375,10831,10377,10467.25,10370,10438.125,0.01967213,0.024694137,0.000684959,,,,,,,,,,,,,,,,,,,,
361.967,2662.625,10821.5,10292.125,10424.875,10298,10386.25,0.021642653,0.029134202,0.000808116,,,,,,,,,,,,,,,,,,,,
362.51,2639.375,10628.375,10176.5,10220.625,10149.5,10215.875,0.022751603,0.025286703,0.000701395,,,,,,,,,,,,,,,,,,,,
363.053,2729.75,10665,10151.375,10254.5,10186.75,10255.25,0.023068538,0.029061607,0.000806102,,,,,,,,,,,,,,,,,,,,
363.596,2616,10453.5,9953.125,10027.875,9932,10031,0.024249467,0.028651636,0.000794731,,,,,,,,,,,,,,,,,,,,
364.139,2689,10378.5,9941.875,9992.875,9921.125,9960.5,0.022344769,0.025387909,0.000704203,,,,,,,,,,,,,,,,,,,,
364.682,2607.5,10196.125,9736.375,9800.75,9765.625,9802.375,0.023237938,0.027142093,0.00075286,,,,,,,,,,,,,,,,,,,,
365.225,2680.25,10210.875,9735.625,9833.625,9742.625,9775.375,0.022320029,0.02831092,0.00078528,,,,,,,,,,,,,,,,,,,,
365.768,2613.125,10099.375,9615.125,9696.875,9609.625,9665.75,0.0240011,0.02904222,0.000805565,,,,,,,,,,,,,,,,,,,,
366.311,2653.25,10038.375,9592.5,9657.25,9575.625,9661.625,0.023011713,0.027045316,0.000750175,,,,,,,,,,,,,,,,,,,,
366.854,2586.75,9954.125,9516.5,9597.625,9493.25,9582.75,0.021540552,0.026595209,0.00073769,,,,,,,,,,,,,,,,,,,,
367.397,2644.625,9968.875,9519.5,9591.75,9558.875,9614,0.022958047,0.027498354,0.000762741,,,,,,,,,,,,,,,,,,,,
367.94,2616.375,9889,9485,9531.625,9473.875,9523.5,0.021883309,0.024821388,0.000688489,,,,,,,,,,,,,,,,,,,,
368.483,2644.125,9883.625,9478.125,9532.875,9508.625,9538.875,0.021568148,0.025033598,0.000694375,,,,,,,,,,,,,,,,,,,,
369.026,2624.125,9916.25,9483.125,9540.875,9481.75,9528.125,0.022952026,0.026593302,0.000737637,,,,,,,,,,,,,,,,,,,,
369.569,2625,9927.125,9537.375,9578.75,9496,9555.125,0.02123019,0.023821972,0.000660767,,,,,,,,,,,,,,,,,,,,
370.112,2609.125,9945,9511.5,9531.375,9530.375,9574,0.025204643,0.026453372,0.000733756,,,,,,,,,,,,,,,,,,,,
370.655,2621.625,10060.5,9564.375,9700,9608.75,9656,0.021573694,0.029975734,0.000831458,,,,,,,,,,,,,,,,,,,,
371.198,2631.625,10092.125,9615,9713.625,9663.875,9667.625,0.022612012,0.028702571,0.000796144,,,,,,,,,,,,,,,,,,,,
371.741,2648.125,10166.25,9741.25,9784.25,9715.25,9766,0.022647093,0.025271929,0.000700985,,,,,,,,,,,,,,,,,,,,
372.284,2765.5,10324.375,9906.625,9980,9900.625,9932.5,0.020250926,0.024690528,0.000684859,,,,,,,,,,,,,,,,,,,,
372.827,2658.75,10181,9730.125,9784.625,9738.375,9791.25,0.023509563,0.026843894,0.000744588,,,,,,,,,,,,,,,,,,,,
373.37,2564.625,10156.25,9668.125,9747.125,9660.5,9734.25,0.024059113,0.028862363,0.000800576,,,,,,,,,,,,,,,,,,,,
373.913,2662.25,10169.625,9682.5,9744,9699.25,9767.375,0.025347519,0.029135532,0.000808153,,,,,,,,,,,,,,,,,,,,
374.456,2588,10105.625,9662.125,9732.5,9657.25,9686.375,0.022108818,0.026407929,0.000732496,,,,,,,,,,,,,,,,,,,,
374.999,3637.375,11127.5,10677.875,10768.25,10673.125,10743.125,0.021346242,0.026885563,0.000745744,,,,,,,,,,,,,,,,,,,,
375.542,2636.125,10084.75,9644.875,9696.375,9646,9697.125,0.023256031,0.026435541,0.000733261,,,,,,,,,,,,,,,,,,,,
376.085,2639.375,10174.25,9697.125,9736,9724.125,9725.375,0.026024195,0.028409781,0.000788022,,,,,,,,,,,,,,,,,,,,
376.628,2641,10094,9664.5,9711.125,9658,9693.5,0.022904029,0.025777534,0.00071501,,,,,,,,,,,,,,,,,,,,
377.171,2667.625,10158.75,9722.125,9735.25,9699,9773.5,0.025273546,0.026080806,0.000723422,,,,,,,,,,,,,,,,,,,,
377.714,2614.375,10073.5,9628.375,9686.5,9611.625,9666.5,0.023137957,0.026722124,0.000741211,,,,,,,,,,,,,,,,,,,,
378.257,2685.75,10181.625,9671.125,9737.375,9719,9769.75,0.026533127,0.03063261,0.000849679,,,,,,,,,,,,,,,,,,,,
378.8,2583.5,10144.375,9663.875,9754.25,9678.25,9741.875,0.023007477,0.028515798,0.000790963,,,,,,,,,,,,,,,,,,,,
379.343,2629.125,10312.375,9830.625,9915.25,9835.375,9885.75,0.023048347,0.028122,0.00078004,,,,,,,,,,,,,,,,,,,,
379.886,3214.625,10936.375,10475.5,10523.125,10478.125,10540.875,0.023887485,0.026726777,0.00074134,,,,,,,,,,,,,,,,,,,,
380.429,2615.75,10375.25,9954,9970.375,9919,9976.625,0.023273204,0.024241234,0.000672396,,,,,,,,,,,,,,,,,,,,
380.972,2603.25,10386.75,9911.25,9983.375,9934.875,9966.5,0.023111212,0.027376391,0.000759358,,,,,,,,,,,,,,,,,,,,
381.515,2619.625,10446.125,9952.25,10015.875,9962.875,10029.625,0.024556007,0.028308114,0.000785202,,,,,,,,,,,,,,,,,,,,
382.058,2622.5,10449.625,9958.75,10050.625,9934.125,10017.875,0.022723066,0.028128147,0.00078021,,,,,,,,,,,,,,,,,,,,
382.601,2667,10575.75,10074.75,10125.875,10062.625,10148.625,0.025434518,0.02842153,0.000788348,,,,,,,,,,,,,,,,,,,,
383.144,2582.375,10591.625,10124,10219.75,10116.625,10209.25,0.020647735,0.026126916,0.000724701,,,,,,,,,,,,,,,,,,,,
383.687,2755,10979.25,10500.625,10526.875,10497.25,10561.375,0.024570497,0.026039836,0.000722285,,,,,,,,,,,,,,,,,,,,
384.23,2614,10954.625,10470.125,10511.875,10455.375,10487.875,0.02368834,0.025990211,0.000720909,,,,,,,,,,,,,,,,,,,,
384.773,3417.5,11862.375,11344,11398.375,11343.5,11419.875,0.024542717,0.027511762,0.000763113,,,,,,,,,,,,,,,,,,,,
385.316,2655.25,11140.625,10661.875,10719,10673.75,10754.375,0.022133985,0.025221552,0.000699588,,,,,,,,,,,,,,,,,,,,
385.859,2660.625,11197.75,10669,10742.125,10677.625,10762,0.023819663,0.027767239,0.0007702,,,,,,,,,,,,,,,,,,,,
386.402,2598.75,11080,10531.75,10552.75,10519.625,10592.875,0.027874278,0.029022411,0.000805015,,,,,,,,,,,,,,,,,,,,
386.945,2596.75,11002,10532.875,10563.75,10545.75,10597,0.023255818,0.024942136,0.000691838,,,,,,,,,,,,,,,,,,,,
387.488,2799.625,11264.75,10727.375,10822.125,10739.5,10818.375,0.02332365,0.028483429,0.000790065,,,,,,,,,,,,,,,,,,,,
388.031,2710.25,11280.625,10730.375,10817.875,10746.375,10805.875,0.024106172,0.028818688,0.000799364,,,,,,,,,,,,,,,,,,,,
388.574,2622.75,11415.125,10883.875,10985.125,10922.125,10981.25,0.021776564,0.027067009,0.000750777,,,,,,,,,,,,,,,,,,,,
389.117,2652.625,11646.625,11108.875,11176.25,11151.75,11206.125,0.023328549,0.026775069,0.000742679,,,,,,,,,,,,,,,,,,,,
389.66,2614.75,11857.625,11246.5,11330.625,11263.625,11309.625,0.025496087,0.029708226,0.000824038,,,,,,,,,,,,,,,,,,,,
390.203,2685.625,12019,11445.75,11553.5,11466.5,11544.25,0.022219153,0.027528412,0.000763575,,,,,,,,,,,,,,,,,,,,
390.746,2755,12152.875,11591.875,11644.75,11571.375,11650.125,0.024140116,0.026730952,0.000741455,,,,,,,,,,,,,,,,,,,,
391.289,2658.625,12057.875,11471,11551.75,11459.125,11539.875,0.024038804,0.028000231,0.000776662,,,,,,,,,,,,,,,,,,,,
391.832,2632.125,11888.625,11321.5,11379.5,11303.125,11394.875,0.02456906,0.027458265,0.000761629,,,,,,,,,,,,,,,,,,,,
392.375,2659.375,11898.875,11263.125,11365.25,11309.125,11420.375,0.025836043,0.030960687,0.000858779,,,,,,,,,,,,,,,,,,,,
